id,matched_ids,merged_skills
394,"[402.0, 162.0, 150.0, 128.0, 407.0, 118.0, 223.0, 1.0, 146.0, 406.0]","{'monitoring', 'domain knowledge', 'metadata', 'data analysis', 'algorithm', 'business', 'specification', 'design', 'server', 'nosql', 'data validation', 'business intelligence', 'data processing', 'distributed database', 'data model', 'data warehouse', 'diagram', 'testing', 'hadoop', 'deployment', 'data mining', 'analytics', 'database', 'software', 'framework', 'data quality', 'database design', 'data modeling', 'trend analysis', 'relational database', 'support', 'rotation', 'bamboo', 'computer science', 'business process', 'python', 'data integrity', 'engineering', 'data management', 'electrical engineering', 'continuous integration', 'big data', 'software engineering', 'interaction', 'release', 'knowledge base', 'documentation', 'tableau', 'numpy', 'collaboration'}"
395,"[408.0, 435.0, 443.0, 432.0, 429.0, 427.0, 60.0, 90.0, 498.0, 423.0]","{'business', 'asp net', 'machine learning', 'design', 'server', 'business intelligence', 'data warehouse', 'version control system', 'database', 'framework', 'database design', 'linux', 'spring', 'support', 'computer science', 'python', 'oracle', 'big data', 'shell', 'embedded system', 'java'}"
396,"[488.0, 402.0, 372.0, 25.0, 350.0, 452.0, 362.0, 455.0, 395.0, 429.0]","{'monitoring', 'domain knowledge', 'specification', 'business', 'asp net', 'ajax', 'junit', 'medium', 'design', 'server', 'javascript', 'xcode', 'debugging', 'phonegap', 'hadoop', 'perl', 'database', 'framework', 'application server', 'hibernate', 'front end', 'database design', 'sqlite', 'data modeling', 'angular', 'relational database', 'swift', 'bamboo', 'computer science', 'python', 'mobile', 'objective c', 'oracle', 'jquery', 'mongodb', 'engineering', 'data management', 'mysql', 'continuous integration', 'shell', 'java', 'release', 'android', 'documentation', 'web service', 'web app', 'postgresql'}"
397,"[187.0, 408.0, 395.0, 388.0, 215.0, 96.0, 432.0, 190.0, 414.0, 218.0]","{'monitoring', 'time series', 'algorithm', 'business', 'machine learning', 'design', 'server', 'data science', 'nosql', 'data access', 'hadoop', 'lucene', 'ruby', 'database', 'operating system', 'cassandra', 'software', 'framework', 'elasticsearch', 'data modeling', 'high availability', 'linux', 'inference', 'zookeeper', 'relational database', 'support', 'solr', 'scala', 'computer science', 'python', 'chef', 'oracle', 'mongodb', 'scalability', 'engineering', 'mysql', 'big data', 'software engineering', 'java', 'documentation', 'box', 'tableau', 'security', 'collaboration', 'scripting language'}"
398,"[162.0, 86.0, 63.0, 471.0, 128.0, 421.0, 118.0, 1.0, 20.0, 399.0]","{'monitoring', 'metadata', 'data analysis', 'specification', 'business', 'junit', 'design', 'server', 'javascript', 'data validation', 'business intelligence', 'data model', 'project management', 'data warehouse', 'testing', 'hadoop', 'database', 'software', 'framework', 'git', 'front end', 'database design', 'trend analysis', 'support', 'rotation', 'user interface', 'computer science', 'business process', 'data integrity', 'jquery', 'oracle', 'engineering', 'data management', 'software engineering', 'react', 'java', 'knowledge base', 'documentation', 'tableau', 'security'}"
399,"[162.0, 405.0, 395.0, 427.0, 407.0, 411.0, 432.0, 128.0, 398.0, 410.0]","{'monitoring', 'redis', 'data analysis', 'business', 'design', 'server', 'nosql', 'data validation', 'reliability engineering', 'business intelligence', 'distributed database', 'project management', 'diagram', 'testing', 'version control system', 'hadoop', 'data mining', 'performance monitoring', 'deployment', 'code review', 'source document', 'database', 'software', 'framework', 'cassandra', 'centos', 'database design', 'data modeling', 'linux', 'high availability', 'process engineering', 'graphite', 'support', 'rotation', 'computer engineering', 'computer science', 'business process', 'python', 'chef', 'oracle', 'scalability', 'engineering', 'kibana', 'datadog', 'mysql', 'shell', 'java', 'release', 'documentation', 'collaboration'}"
400,"[494.0, 406.0, 73.0, 490.0, 423.0, 395.0, 56.0, 76.0, 25.0, 90.0]","{'algorithm', 'data analysis', 'business', 'asp net', 'ajax', 'medium', 'design', 'server', 'data science', 'nosql', 'azure', 'data warehouse', 'visualization', 'advertising', 'hadoop', 'data mining', 'analytics', 'database', 'software', 'front end', 'database design', 'linux', 'data modeling', 'relational database', 'scala', 'computer science', 'business process', 'python', 'jquery', 'oracle', 'engineering', 'impala', 'microcontroller', 'big data', 'software engineering', 'embedded system', 'java', 'documentation', 'tableau', 'data processing', 'collaboration', 'qt'}"
401,"[447.0, 443.0, 1.0, 408.0, 432.0, 422.0, 416.0, 36.0, 420.0, 74.0]","{'monitoring', 'domain knowledge', 'metadata', 'data analysis', 'specification', 'business', 'design', 'server', 'network security', 'finance', 'accounting', 'javascript', 'business intelligence', 'data model', 'data warehouse', 'diagram', 'project management', 'schedule', 'performance monitoring', 'ruby', 'database', 'software', 'correctness', 'front end', 'database design', 'high availability', 'trend analysis', 'linux', 'data modeling', 'system integration', 'support', 'rotation', 'computer engineering', 'back office', 'computer science', 'information management', 'data integrity', 'query optimization', 'oracle', 'engineering', 'data management', 'electrical engineering', 'mysql', 'release', 'knowledge base', 'documentation', 'web service', 'tableau', 'security', 'scripting language'}"
402,"[396.0, 407.0, 443.0, 431.0, 427.0, 429.0, 406.0, 162.0, 395.0, 430.0]","{'metadata', 'data analysis', 'business', 'hbase', 'design', 'server', 'finance', 'nosql', 'business intelligence', 'distributed database', 'data warehouse', 'hadoop', 'version control system', 'schedule', 'deployment', 'data mining', 'testing', 'analytics', 'database', 'framework', 'software', 'database design', 'data modeling', 'relational database', 'support', 'computer science', 'oracle', 'engineering', 'data integration', 'big data', 'software engineering', 'shell', 'interaction', 'documentation', 'data processing', 'collaboration'}"
403,"[105.0, 149.0, 104.0, 213.0, 201.0, 34.0, 425.0, 190.0, 414.0, 412.0]","{'component', 'business', 'asp net', 'design', 'data visualization', 'server', 'snowflake', 'nosql', 'synchronization', 'azure', 'kafka', 'storm', 'debugging', 'business intelligence', 'data access', 'visualization', 'testing', 'hadoop', 'tableau', 'data mining', 'analytics', 'ruby', 'database', 'software', 'framework', 'cassandra', 'elasticsearch', 'enterprise system', 'database design', 'data modeling', 'linux', 'cluster analysis', 'support', 'scala', 'computer science', 'python', 'chef', 'openstack', 'mobile', 'oracle', 'segmentation', 'google', 'engineering', 'mongodb', 'scalability', 'mysql', 'big data', 'software engineering', 'apache spark', 'java', 'release', 'box', 'decision tree', 'security', 'collaboration', 'scripting language'}"
404,"[218.0, 432.0, 50.0, 204.0, 445.0, 422.0, 103.0, 185.0, 179.0, 429.0]","{'monitoring', 'algorithm', 'business', 'machine learning', 'medium', 'design', 'server', 'data science', 'finance', 'azure', 'visualization', 'testing', 'deployment', 'groovy', 'performance monitoring', 'ruby', 'sentiment analysis', 'perl', 'database', 'software', 'application server', 'framework', 'natural language processing', 'linux', 'high availability', 'twitter', 'computer engineering', 'computer science', 'business process', 'python', 'openstack', 'query optimization', 'oracle', 'engineering', 'electrical engineering', 'mysql', 'big data', 'ml', 'shell', 'data center', 'tableau', 'security', 'programming language', 'scripting language'}"
405,"[399.0, 407.0, 408.0, 162.0, 443.0, 131.0, 395.0, 186.0, 431.0, 66.0]","{'component', 'data analysis', 'specification', 'business', 'design', 'server', 'finance', 'nosql', 'business intelligence', 'data access', 'distributed database', 'data model', 'data warehouse', 'testing', 'hadoop', 'schedule', 'deployment', 'data mining', 'image processing', 'analytics', 'database', 'framework', 'software', 'database design', 'data modeling', 'data consistency', 'relational database', 'support', 'user interface', 'computer science', 'oracle', 'engineering', 'material', 'big data', 'embedded system', 'interaction', 'java', 'documentation', 'security', 'collaboration'}"
406,"[402.0, 407.0, 83.0, 216.0, 400.0, 239.0, 431.0, 478.0, 443.0, 98.0]","{'monitoring', 'domain knowledge', 'data extraction', 'component', 'redis', 'algorithm', 'segment', 'business', 'aws elastic beanstalk', 'asp net', 'design', 'server', 'javascript', 'nosql', 'devops', 'debugging', 'devise', 'business intelligence', 'data access', 'distributed database', 'business administration', 'project management', 'rabbitmq', 'data warehouse', 'testing', 'hadoop', 'deployment', 'analytics', 'ruby', 'data structure', 'perl', 'database', 'framework', 'software', 'cassandra', 'data quality', 'front end', 'database design', 'authentication', 'workflow', 'data modeling', 'relational database', 'support', 'middleware', 'bamboo', 'computer science', 'python', 'business process', 'web app', 'ambiguity', 'oracle', 'engineering', 'data management', 'continuous integration', 'big data', 'software engineering', 'biometrics', 'release', 'java', 'interaction', 'android', 'documentation', 'web service', 'tableau', 'cloud hosting', 'programming language', 'beanstalk'}"
407,"[431.0, 427.0, 402.0, 406.0, 1.0, 443.0, 412.0, 147.0, 430.0, 162.0]","{'monitoring', 'domain knowledge', 'component', 'metadata', 'data transmission', 'data analysis', 'specification', 'business', 'design', 'server', 'snowflake', 'finance', 'business intelligence', 'data model', 'data warehouse', 'version control system', 'testing', 'data mining', 'analytics', 'database', 'software', 'database design', 'data modeling', 'trend analysis', 'relational database', 'support', 'rotation', 'bamboo', 'computer science', 'data integrity', 'oracle', 'engineering', 'material', 'data management', 'mysql', 'continuous integration', 'software engineering', 'shell', 'interaction', 'release', 'knowledge base', 'documentation', 'tableau', 'data processing', 'security', 'collaboration'}"
408,"[395.0, 388.0, 443.0, 429.0, 442.0, 121.0, 111.0, 187.0, 74.0, 73.0]","{'oracle', 'data modeling', 'linux', 'data warehouse', 'microcontroller', 'data analysis', 'business', 'mysql', 'support', 'design', 'server', 'database', 'computer science', 'software', 'documentation', 'visual studio', 'qt'}"
409,"[422.0, 410.0, 427.0, 411.0, 408.0, 447.0, 431.0, 412.0, 395.0, 407.0]","{'monitoring', 'component', 'redis', 'business', 'design', 'server', 'finance', 'nosql', 'accounting', 'snowflake', 'reliability engineering', 'business intelligence', 'distributed database', 'project management', 'hadoop', 'version control system', 'deployment', 'performance monitoring', 'ruby', 'database', 'cassandra', 'software', 'framework', 'centos', 'database design', 'high availability', 'linux', 'data modeling', 'graphite', 'relational database', 'rotation', 'support', 'computer engineering', 'computer science', 'python', 'chef', 'query optimization', 'oracle', 'scalability', 'engineering', 'electrical engineering', 'datadog', 'kibana', 'mysql', 'shell', 'java', 'interaction', 'documentation', 'security', 'scripting language'}"
410,"[411.0, 413.0, 422.0, 409.0, 407.0, 462.0, 408.0, 399.0, 18.0, 14.0]","{'monitoring', 'component', 'specification', 'business', 'apache tomcat', 'data visualization', 'design', 'server', 'nosql', 'azure', 'devops', 'business intelligence', 'distributed database', 'memcached', 'diagram', 'rabbitmq', 'testing', 'schedule', 'deployment', 'performance monitoring', 'analytics', 'ruby', 'perl', 'database', 'software', 'framework', 'application server', 'cassandra', 'riak', 'cloud foundry', 'centos', 'kubernetes', 'elasticsearch', 'database design', 'ansible', 'linux', 'high availability', 'activemq', 'graphite', 'relational database', 'support', 'rotation', 'computer engineering', 'user interface', 'computer science', 'sonar', 'python', 'publishing', 'query optimization', 'database security', 'chef', 'openstack', 'mobile', 'intellij idea', 'oracle', 'mongodb', 'scalability', 'engineering', 'google', 'docker', 'kibana', 'electrical engineering', 'bash', 'mysql', 'big data', 'network management', 'shell', 'java', 'jenkins', 'documentation', 'web service', 'postgresql', 'security', 'scripting language', 'mariadb'}"
411,"[422.0, 410.0, 90.0, 402.0, 413.0, 432.0, 407.0, 396.0, 406.0, 395.0]","{'monitoring', 'domain knowledge', 'component', 'metadata', 'redis', 'business', 'hbase', 'design', 'server', 'data visualization', 'nosql', 'reliability engineering', 'distributed database', 'project management', 'data warehouse', 'hadoop', 'schedule', 'deployment', 'performance monitoring', 'data mining', 'analytics', 'ruby', 'perl', 'database', 'cassandra', 'software', 'framework', 'database design', 'elasticsearch', 'high availability', 'linux', 'data modeling', 'relational database', 'rotation', 'support', 'computer engineering', 'bamboo', 'computer science', 'python', 'chef', 'query optimization', 'publishing', 'mobile', 'oracle', 'scalability', 'engineering', 'electrical engineering', 'datadog', 'data management', 'mysql', 'bash', 'continuous integration', 'big data', 'data integration', 'software engineering', 'embedded system', 'java', 'release', 'documentation', 'data processing', 'security', 'collaboration', 'scripting language'}"
412,"[427.0, 147.0, 431.0, 142.0, 407.0, 153.0, 425.0, 140.0, 430.0, 402.0]","{'monitoring', 'domain knowledge', 'data transmission', 'data analysis', 'business', 'asp net', 'design', 'server', 'data visualization', 'finance', 'nosql', 'parsing', 'business intelligence', 'data model', 'distributed database', 'visualization', 'time tracking', 'version control system', 'testing', 'deployment', 'analytics', 'database', 'software', 'framework', 'data quality', 'database design', 'data modeling', 'relational database', 'support', 'bamboo', 'computer science', 'oracle', 'material', 'engineering', 'data management', 'continuous integration', 'shell', 'interaction', 'release', 'documentation', 'tableau', 'security', 'collaboration'}"
413,"[410.0, 411.0, 422.0, 14.0, 18.0, 443.0, 420.0, 404.0, 409.0, 399.0]","{'monitoring', 'domain knowledge', 'redis', 'specification', 'business', 'apache tomcat', 'design', 'server', 'javascript', 'nosql', 'azure', 'reliability engineering', 'devops', 'business intelligence', 'project management', 'diagram', 'memcached', 'hadoop', 'rabbitmq', 'data warehouse', 'schedule', 'performance monitoring', 'deployment', 'testing', 'ruby', 'perl', 'database', 'cassandra', 'application server', 'software', 'riak', 'cloud foundry', 'centos', 'kubernetes', 'ansible', 'database design', 'high availability', 'linux', 'activemq', 'twitter', 'graphite', 'system integration', 'relational database', 'rotation', 'support', 'computer engineering', 'back office', 'user interface', 'computer science', 'information management', 'python', 'chef', 'query optimization', 'openstack', 'database security', 'oracle', 'mongodb', 'scalability', 'engineering', 'google', 'docker', 'kibana', 'datadog', 'electrical engineering', 'mysql', 'network management', 'shell', 'java', 'documentation', 'web service', 'postgresql', 'security', 'scripting language', 'mariadb'}"
414,"[388.0, 456.0, 103.0, 364.0, 201.0, 187.0, 397.0, 358.0, 408.0, 8.0]","{'medium', 'design', 'server', 'finance', 'kafka', 'azure', 'advertising', 'data warehouse', 'hadoop', 'search engine', 'database', 'cloud access management', 'framework', 'software', 'data quality', 'elasticsearch', 'authentication', 'relational database', 'support', 'marketing', 'scala', 'swift', 'computer science', 'library', 'business process', 'python', 'graphic design', 'objective c', 'mobile', 'oracle', 'mongodb', 'engineering', 'mysql', 'big data', 'apache spark', 'java', 'interaction', 'security', 'programming language'}"
415,"[429.0, 432.0, 498.0, 190.0, 408.0, 215.0, 81.0, 395.0, 187.0, 481.0]","{'monitoring', 'time series', 'algorithm', 'machine learning', 'design', 'server', 'data science', 'nosql', 'devops', 'hadoop', 'deployment', 'perl', 'database', 'framework', 'cassandra', 'software', 'data modeling', 'inference', 'spring', 'relational database', 'back office', 'solr', 'computer science', 'python', 'web app', 'oracle', 'mongodb', 'engineering', 'mysql', 'big data', 'java', 'automaton', 'documentation', 'web service', 'tableau'}"
416,"[447.0, 496.0, 428.0, 26.0, 439.0, 450.0, 435.0, 156.0, 82.0, 432.0]","{'business', 'asp net', 'ajax', 'design', 'server', 'finance', 'accounting', 'debugging', 'testing', 'database', 'software', 'git', 'spring', 'support', 'back office', 'jquery', 'oracle', 'engineering', 'workload', 'shell', 'java', 'devops', 'web service', 'collaboration'}"
417,"[430.0, 423.0, 82.0, 424.0, 63.0, 479.0, 147.0, 427.0, 91.0, 75.0]","{'data transmission', 'specification', 'business', 'asp net', 'junit', 'gradle', 'apache tomcat', 'design', 'server', 'finance', 'javascript', 'computer program', 'business intelligence', 'project management', 'testing', 'version control system', 'schedule', 'analytics', 'data structure', 'database', 'software', 'framework', 'hibernate', 'front end', 'database design', 'linux', 'angular', 'system integration', 'relational database', 'support', 'rotation', 'computer science', 'knockoutjs', 'jquery', 'oracle', 'eclipse', 'scalability', 'material', 'engineering', 'shell', 'java', 'documentation', 'web service', 'tableau', 'postgresql', 'security', 'angularjs'}"
418,"[122.0, 112.0, 491.0, 162.0, 427.0, 439.0, 362.0, 412.0, 137.0, 372.0]","{'component', 'data analysis', 'specification', 'business', 'design', 'server', 'snowflake', 'debugging', 'business intelligence', 'diagram', 'testing', 'version control system', 'deployment', 'code review', 'ruby', 'data structure', 'database', 'software', 'git', 'database design', 'linux', 'angular', 'postgresql', 'support', 'swift', 'computer science', 'python', 'chef', 'jquery', 'objective c', 'oracle', 'mongodb', 'mobile', 'engineering', 'workload', 'mysql', 'computer hardware', 'shell', 'java', 'android', 'data exchange', 'documentation', 'web service', 'web app', 'data processing', 'collaboration', 'angularjs'}"
419,"[147.0, 152.0, 412.0, 162.0, 427.0, 142.0, 140.0, 430.0, 432.0, 435.0]","{'component', 'data transmission', 'data analysis', 'business', 'design', 'server', 'data visualization', 'snowflake', 'finance', 'parsing', 'business intelligence', 'data model', 'data warehouse', 'visualization', 'time tracking', 'testing', 'version control system', 'analytics', 'database', 'data quality', 'database design', 'support', 'computer science', 'oracle', 'material', 'engineering', 'mysql', 'shell', 'documentation', 'tableau', 'security', 'collaboration'}"
420,"[419.0, 413.0, 132.0, 3.0, 504.0, 450.0, 502.0, 36.0, 43.0, 432.0]","{'monitoring', 'component', 'domain knowledge', 'openshift', 'segment', 'specification', 'business', 'design', 'server', 'data visualization', 'network security', 'azure', 'crystal', 'business intelligence', 'project management', 'diagram', 'data warehouse', 'testing', 'schedule', 'deployment', 'data mining', 'analytics', 'ruby', 'data structure', 'perl', 'database', 'data system', 'software', 'web service', 'framework', 'correctness', 'hibernate', 'elasticsearch', 'enterprise system', 'play', 'spring', 'system integration', 'support', 'rotation', 'computer science', 'python', 'publishing', 'openstack', 'mobile', 'oracle', 'scalability', 'engineering', 'google', 'message queue', 'bash', 'mysql', 'big data', 'software engineering', 'java', 'release', 'documentation', 'information management', 'security'}"
421,"[435.0, 161.0, 63.0, 152.0, 432.0, 162.0, 496.0, 335.0, 332.0, 419.0]","{'data analysis', 'specification', 'business', 'junit', 'design', 'server', 'javascript', 'crystal', 'project management', 'data warehouse', 'testing', 'database', 'software', 'framework', 'data quality', 'data modeling', 'support', 'back office', 'reverse engineering', 'jquery', 'oracle', 'engineering', 'shell', 'java', 'release', 'documentation'}"
422,"[411.0, 410.0, 409.0, 413.0, 412.0, 443.0, 429.0, 408.0, 121.0, 111.0]","{'monitoring', 'component', 'redis', 'data analysis', 'business', 'design', 'server', 'data visualization', 'snowflake', 'nosql', 'reliability engineering', 'business intelligence', 'project management', 'data warehouse', 'hadoop', 'testing', 'schedule', 'deployment', 'analytics', 'ruby', 'perl', 'database', 'cassandra', 'software', 'centos', 'visual studio', 'elasticsearch', 'database design', 'linux', 'high availability', 'graphite', 'rotation', 'support', 'computer science', 'python', 'chef', 'publishing', 'database security', 'mobile', 'oracle', 'scalability', 'engineering', 'google', 'kibana', 'datadog', 'mysql', 'bash', 'big data', 'shell', 'java', 'documentation', 'postgresql', 'security'}"
423,"[26.0, 435.0, 429.0, 25.0, 82.0, 90.0, 73.0, 424.0, 47.0, 432.0]","{'domain knowledge', 'asp net', 'ajax', 'hbase', 'design', 'server', 'hadoop', 'lucene', 'database', 'software', 'linux', 'angular', 'system integration', 'nlp', 'solr', 'computer science', 'python', 'jquery', 'compass', 'impala', 'microcontroller', 'embedded system', 'grunt', 'qt'}"
424,"[25.0, 423.0, 436.0, 463.0, 429.0, 427.0, 350.0, 505.0, 447.0, 47.0]","{'domain knowledge', 'business', 'asp net', 'ajax', 'junit', 'medium', 'hbase', 'design', 'server', 'javascript', 'accounting', 'finance', 'xcode', 'business intelligence', 'phonegap', 'version control system', 'testing', 'hadoop', 'lucene', 'perl', 'database', 'framework', 'software', 'hibernate', 'database design', 'sqlite', 'angular', 'nlp', 'support', 'solr', 'swift', 'python', 'jquery', 'mobile', 'oracle', 'objective c', 'compass', 'engineering', 'impala', 'mysql', 'continuous integration', 'shell', 'java', 'web service', 'grunt'}"
425,"[147.0, 427.0, 412.0, 77.0, 491.0, 63.0, 430.0, 25.0, 363.0, 299.0]","{'component', 'data transmission', 'specification', 'business', 'asp net', 'junit', 'ajax', 'mercurial', 'design', 'server', 'snowflake', 'javascript', 'finance', 'nosql', 'uikit', 'debugging', 'business intelligence', 'data model', 'project management', 'testing', 'version control system', 'code review', 'deployment', 'chrome', 'analytics', 'ruby', 'database', 'software', 'framework', 'git', 'database design', 'xamarin', 'linux', 'angular', 'certificate', 'relational database', 'support', 'computer science', 'python', 'chef', 'encryption', 'jquery', 'objective c', 'oracle', 'mobile', 'material', 'engineering', 'mysql', 'continuous integration', 'software engineering', 'object model', 'shell', 'computer hardware', 'java', 'release', 'android', 'documentation', 'web service', 'tableau', 'data processing', 'security', 'collaboration', 'angularjs', 'scripting language'}"
426,"[489.0, 8.0, 373.0, 42.0, 460.0, 218.0, 22.0, 388.0, 241.0, 404.0]","{'component', 'monitoring', 'business', 'junit', 'ajax', 'machine learning', 'design', 'server', 'finance', 'javascript', 'ethernet', 'azure', 'nosql', 'project management', 'testing', 'hadoop', 'code review', 'ruby', 'perl', 'database', 'operating system', 'cloud access management', 'software', 'framework', 'git', 'gitlab', 'github', 'authentication', 'ansible', 'enterprise system', 'linux', 'high availability', 'twitter', 'spring', 'support', 'rocket', 'marketing', 'swift', 'coreos', 'computer science', 'ubuntu', 'scripting language', 'python', 'chef', 'openstack', 'ambiguity', 'database security', 'jquery', 'docker', 'eclipse', 'oracle', 'engineering', 'mysql', 'continuous integration', 'big data', 'shell', 'cucumber', 'java', 'security', 'documentation', 'devops', 'web service', 'beanstalk'}"
427,"[412.0, 431.0, 407.0, 147.0, 425.0, 1.0, 395.0, 299.0, 402.0, 430.0]","{'component', 'monitoring', 'domain knowledge', 'data transmission', 'metadata', 'data analysis', 'specification', 'business', 'asp net', 'design', 'server', 'snowflake', 'nosql', 'javascript', 'finance', 'business intelligence', 'distributed database', 'data model', 'data warehouse', 'testing', 'deployment', 'analytics', 'database', 'software', 'framework', 'database design', 'data modeling', 'trend analysis', 'relational database', 'support', 'rotation', 'bamboo', 'computer science', 'data integrity', 'oracle', 'material', 'engineering', 'data management', 'mysql', 'continuous integration', 'interaction', 'release', 'knowledge base', 'documentation', 'tableau', 'object model', 'security'}"
428,"[496.0, 487.0, 310.0, 470.0, 477.0, 455.0, 370.0, 26.0, 435.0, 503.0]","{'asp net', 'junit', 'ajax', 'medium', 'design', 'server', 'javascript', 'hadoop', 'perl', 'software', 'framework', 'rest api', 'angular', 'spring', 'back office', 'user interface', 'python', 'jquery', 'mobile', 'oracle', 'objective c', 'shell', 'java'}"
429,"[25.0, 432.0, 494.0, 60.0, 26.0, 62.0, 463.0, 423.0, 402.0, 395.0]","{'monitoring', 'domain knowledge', 'business', 'asp net', 'ajax', 'junit', 'design', 'server', 'javascript', 'ruby', 'perl', 'database', 'software', 'framework', 'hibernate', 'database design', 'data modeling', 'angular', 'relational database', 'support', 'bamboo', 'computer science', 'python', 'jquery', 'oracle', 'engineering', 'data management', 'continuous integration', 'shell', 'java', 'release', 'documentation', 'web service'}"
430,"[159.0, 147.0, 427.0, 425.0, 412.0, 402.0, 136.0, 142.0, 158.0, 407.0]","{'component', 'domain knowledge', 'monitoring', 'data transmission', 'data analysis', 'specification', 'business', 'asp net', 'design', 'server', 'data visualization', 'snowflake', 'nosql', 'parsing', 'data validation', 'business intelligence', 'data model', 'distributed database', 'project management', 'visualization', 'testing', 'version control system', 'schedule', 'deployment', 'analytics', 'database', 'decision support system', 'software', 'framework', 'data quality', 'database design', 'data modeling', 'relational database', 'support', 'bamboo', 'computer science', 'oracle', 'material', 'engineering', 'data management', 'mysql', 'continuous integration', 'shell', 'release', 'documentation', 'tableau', 'security', 'collaboration'}"
431,"[407.0, 412.0, 427.0, 402.0, 98.0, 162.0, 443.0, 153.0, 1.0, 147.0]","{'component', 'domain knowledge', 'monitoring', 'metadata', 'data transmission', 'data analysis', 'specification', 'business', 'design', 'server', 'snowflake', 'nosql', 'javascript', 'business intelligence', 'distributed database', 'data model', 'data warehouse', 'version control system', 'testing', 'deployment', 'analytics', 'database', 'framework', 'software', 'database design', 'data modeling', 'trend analysis', 'relational database', 'support', 'rotation', 'bamboo', 'computer science', 'data integrity', 'oracle', 'engineering', 'material', 'data management', 'mysql', 'continuous integration', 'shell', 'android', 'release', 'knowledge base', 'cloud hosting', 'documentation', 'tableau', 'security'}"
432,"[435.0, 429.0, 395.0, 423.0, 60.0, 463.0, 415.0, 455.0, 402.0, 421.0]","{'monitoring', 'domain knowledge', 'business', 'asp net', 'junit', 'ajax', 'mercurial', 'design', 'server', 'javascript', 'computational science', 'hadoop', 'perl', 'database', 'framework', 'software', 'git', 'hibernate', 'database design', 'data modeling', 'angular', 'relational database', 'support', 'bamboo', 'computer science', 'python', 'jquery', 'oracle', 'engineering', 'data management', 'continuous integration', 'shell', 'java', 'release', 'documentation', 'web service'}"
433,"[145.0, 162.0, 159.0, 158.0, 117.0, 127.0, 139.0, 196.0, 198.0, 178.0]","{'monitoring', 'segment', 'data analysis', 'specification', 'business', 'machine learning', 'design', 'server', 'data science', 'nosql', 'data validation', 'business intelligence', 'ai', 'project management', 'visualization', 'testing', 'hadoop', 'schedule', 'data mining', 'analytics', 'database', 'software', 'data quality', 'database design', 'trend analysis', 'support', 'marketing', 'scala', 'computer science', 'python', 'simulation', 'segmentation', 'engineering', 'data management', 'big data', 'java', 'tableau', 'security', 'programming language'}"
434,"[147.0, 478.0, 468.0, 143.0, 367.0, 425.0, 17.0, 290.0, 312.0, 100.0]","{'component', 'monitoring', 'openshift', 'data transmission', 'algorithm', 'specification', 'business', 'asp net', 'mode', 'junit', 'medium', 'design', 'server', 'azure', 'maven', 'devops', 'data validation', 'project management', 'diagram', 'testing', 'version control system', 'deployment', 'groovy', 'code review', 'analytics', 'search engine', 'data structure', 'perl', 'ruby', 'database', 'software', 'framework', 'git', 'cloud foundry', 'high availability', 'linux', 'relational database', 'support', 'computer science', 'library', 'box', 'python', 'mobile', 'oracle', 'eclipse', 'scalability', 'material', 'engineering', 'docker', 'network architecture', 'continuous integration', 'data integration', 'shell', 'content management', 'java', 'interaction', 'documentation', 'web service', 'tableau', 'heroku', 'security'}"
435,"[432.0, 395.0, 26.0, 421.0, 423.0, 496.0, 429.0, 455.0, 428.0, 442.0]","{'business', 'asp net', 'ajax', 'junit', 'design', 'server', 'hadoop', 'perl', 'database', 'software', 'framework', 'data modeling', 'angular', 'back office', 'computer science', 'python', 'jquery', 'oracle', 'shell', 'java', 'documentation', 'devops'}"
436,"[25.0, 60.0, 494.0, 427.0, 429.0, 424.0, 425.0, 62.0, 362.0, 412.0]","{'component', 'business', 'asp net', 'ajax', 'design', 'server', 'javascript', 'snowflake', 'business intelligence', 'version control system', 'ruby', 'database', 'software', 'framework', 'database design', 'system integration', 'support', 'swift', 'computer science', 'jquery', 'objective c', 'oracle', 'mongodb', 'engineering', 'mysql', 'shell', 'java', 'web service', 'postgresql', 'security'}"
437,"[142.0, 430.0, 162.0, 152.0, 419.0, 412.0, 146.0, 159.0, 145.0, 150.0]","{'component', 'segment', 'data analysis', 'specification', 'business', 'data visualization', 'server', 'design', 'finance', 'snowflake', 'nosql', 'parsing', 'crystal', 'business intelligence', 'data model', 'data warehouse', 'visualization', 'diagram', 'testing', 'hadoop', 'schedule', 'data mining', 'analytics', 'database', 'software', 'data quality', 'database design', 'trend analysis', 'support', 'business process', 'oracle', 'engineering', 'mysql', 'big data', 'interaction', 'documentation', 'tableau', 'security', 'collaboration'}"
438,"[446.0, 439.0, 445.0, 411.0, 156.0, 418.0, 496.0, 366.0, 90.0, 435.0]","{'monitoring', 'algorithm', 'specification', 'business', 'data analysis', 'programming language', 'design', 'server', 'debugging', 'project management', 'diagram', 'testing', 'deployment', 'data structure', 'database', 'operating system', 'software', 'git', 'centos', 'linux', 'graphite', 'back office', 'computer science', 'business process', 'python', 'oracle', 'engineering', 'kibana', 'workload', 'shell', 'computer hardware', 'java', 'embedded system', 'documentation', 'data processing', 'collaboration'}"
